DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"inr 5740.67 successfully credited account xxxx4455 via neft freelance 15mar2025. ref938328169436, sbi neft",2025-03-15,5740.67,credited,freelance,5740.67,2025,3,15,938328169436,Income
"inr 34190.59 successfully credited account xxxx3618 via paytm govt subsidy 25may2025. ref863628598718, bob paytm",2025-05-25,34190.59,credited,govt subsidy,34190.59,2025,5,25,863628598718,Income
"inr 29666.29 successfully credited account xxxx1866 via paytm cashback 28may2025. ref526036039493, pnb paytm",2025-05-28,29666.29,credited,cashback,29666.29,2025,5,28,526036039493,Income
"inr 10440.31 successfully credited account xxxx1972 via imps refund 02feb2025. ref684052824535, axis imps",2025-02-02,10440.31,credited,refund,10440.31,2025,2,2,684052824535,Income
"inr 17646.26 successfully credited account xxxx9373 via phonepe freelance 22apr2025. ref224583033799, icici phonepe",2025-04-22,17646.26,credited,freelance,17646.26,2025,4,22,224583033799,Income
"inr 21541.32 successfully credited account xxxx9330 via phonepe bonus 21jul2025. ref668752795269, bob phonepe",2025-07-21,21541.32,credited,bonus,21541.32,2025,7,21,668752795269,Income
"inr 28374.41 successfully credited account xxxx2516 via google pay loan disbursement 09may2025. ref941433570318, hdfc google pay",2025-05-09,28374.41,credited,loan disbursement,28374.41,2025,5,9,941433570318,Financial
"inr 24596.05 successfully credited account xxxx2150 via bhim dividend 24feb2025. ref821197503197, axis bhim",2025-02-24,24596.05,credited,dividend,24596.05,2025,2,24,821197503197,Income
"inr 29391.31 successfully credited account xxxx4653 via google pay refund 25apr2025. ref731830621380, pnb google pay",2025-04-25,29391.31,credited,refund,29391.31,2025,4,25,731830621380,Income
"inr 8769.40 successfully credited account xxxx3055 via paytm govt subsidy 14jan2025. ref968463277767, sbi paytm",2025-01-14,8769.4,credited,govt subsidy,8769.4,2025,1,14,968463277767,Income
"inr 6411.98 successfully credited account xxxx3650 via google pay govt subsidy 23may2025. ref787327952446, hdfc google pay",2025-05-23,6411.98,credited,govt subsidy,6411.98,2025,5,23,787327952446,Income
"inr 4874.31 successfully credited account xxxx3978 via imps interest 29jul2025. ref320153024991, sbi imps",2025-07-29,4874.31,credited,interest,4874.31,2025,7,29,320153024991,Income
"inr 18739.78 successfully credited account xxxx9559 via neft salary 31jan2025. ref484155196785, axis neft",2025-01-31,18739.78,credited,salary,18739.78,2025,1,31,484155196785,Income
"inr 20722.63 successfully credited account xxxx9951 via phonepe freelance 20jun2025. ref774779826736, bob phonepe",2025-06-20,20722.63,credited,freelance,20722.63,2025,6,20,774779826736,Income
"inr 48784.43 successfully credited account xxxx7992 via paytm cashback 21may2025. ref934222258174, hdfc paytm",2025-05-21,48784.43,credited,cashback,48784.43,2025,5,21,934222258174,Income
"inr 43190.33 successfully credited account xxxx8704 via neft govt subsidy 06jul2025. ref553658419438, pnb neft",2025-07-06,43190.33,credited,govt subsidy,43190.33,2025,7,6,553658419438,Income
"inr 6271.81 successfully credited account xxxx2352 via bhim govt subsidy 11may2025. ref699893707951, axis bhim",2025-05-11,6271.81,credited,govt subsidy,6271.81,2025,5,11,699893707951,Income
"inr 38065.88 successfully credited account xxxx6583 via imps interest 03jun2025. ref357324900625, sbi imps",2025-06-03,38065.88,credited,interest,38065.88,2025,6,3,357324900625,Income
"inr 49370.89 successfully credited account xxxx1969 via google pay bonus 14feb2025. ref109377687994, pnb google pay",2025-02-14,49370.89,credited,bonus,49370.89,2025,2,14,109377687994,Income
"inr 11735.14 successfully credited account xxxx2233 via bhim salary 17mar2025. ref315037939267, icici bhim",2025-03-17,11735.14,credited,salary,11735.14,2025,3,17,315037939267,Income
"inr 4005.32 successfully credited account xxxx1261 via imps dividend 24jul2025. ref593447596952, sbi imps",2025-07-24,4005.32,credited,dividend,4005.32,2025,7,24,593447596952,Income
"inr 4428.74 successfully credited account xxxx9291 via phonepe freelance 17apr2025. ref765475573090, bob phonepe",2025-04-17,4428.74,credited,freelance,4428.74,2025,4,17,765475573090,Income
"inr 31278.98 successfully credited account xxxx4715 via google pay interest 01jan2025. ref606358707284, bob google pay",2025-01-01,31278.98,credited,interest,31278.98,2025,1,1,606358707284,Income
"inr 22362.92 successfully credited account xxxx5099 via paytm loan disbursement 16jan2025. ref211646479730, axis paytm",2025-01-16,22362.92,credited,loan disbursement,22362.92,2025,1,16,211646479730,Financial
"inr 9645.43 successfully credited account xxxx4908 via bhim freelance 18jan2025. ref185682406463, pnb bhim",2025-01-18,9645.43,credited,freelance,9645.43,2025,1,18,185682406463,Income
"inr 4031.83 successfully credited account xxxx7745 via neft refund 28feb2025. ref870051370864, bob neft",2025-02-28,4031.83,credited,refund,4031.83,2025,2,28,870051370864,Income
"inr 49958.89 successfully credited account xxxx4382 via phonepe loan disbursement 09apr2025. ref409058896085, axis phonepe",2025-04-09,49958.89,credited,loan disbursement,49958.89,2025,4,9,409058896085,Financial
"inr 18322.18 successfully credited account xxxx1774 via paytm reimbursement 23jan2025. ref725808818209, hdfc paytm",2025-01-23,18322.18,credited,reimbursement,18322.18,2025,1,23,725808818209,Other
"inr 13745.01 successfully credited account xxxx9917 via google pay interest 21feb2025. ref735556909012, bob google pay",2025-02-21,13745.01,credited,interest,13745.01,2025,2,21,735556909012,Income
"inr 1753.28 successfully credited account xxxx7863 via phonepe refund 03jan2025. ref306774970466, axis phonepe",2025-01-03,1753.28,credited,refund,1753.28,2025,1,3,306774970466,Income
"inr 28127.48 successfully credited account xxxx7183 via phonepe bonus 11apr2025. ref739337723747, bob phonepe",2025-04-11,28127.48,credited,bonus,28127.48,2025,4,11,739337723747,Income
"inr 3849.88 successfully credited account xxxx9681 via bhim loan disbursement 23apr2025. ref703053488801, sbi bhim",2025-04-23,3849.88,credited,loan disbursement,3849.88,2025,4,23,703053488801,Financial
"inr 26669.38 successfully credited account xxxx8271 via imps bonus 17feb2025. ref107437111066, icici imps",2025-02-17,26669.38,credited,bonus,26669.38,2025,2,17,107437111066,Income
"inr 4168.37 successfully credited account xxxx3818 via phonepe govt subsidy 19jul2025. ref377697614251, sbi phonepe",2025-07-19,4168.37,credited,govt subsidy,4168.37,2025,7,19,377697614251,Income
"inr 46615.85 successfully credited account xxxx4626 via bhim reimbursement 11jan2025. ref510092535232, icici bhim",2025-01-11,46615.85,credited,reimbursement,46615.85,2025,1,11,510092535232,Other
"inr 43013.37 successfully credited account xxxx6112 via neft interest 08jun2025. ref980715790800, bob neft",2025-06-08,43013.37,credited,interest,43013.37,2025,6,8,980715790800,Income
"inr 38148.49 successfully credited account xxxx6048 via google pay interest 04may2025. ref364400016828, sbi google pay",2025-05-04,38148.49,credited,interest,38148.49,2025,5,4,364400016828,Income
"inr 46179.66 successfully credited account xxxx4825 via google pay interest 22jan2025. ref651148210905, pnb google pay",2025-01-22,46179.66,credited,interest,46179.66,2025,1,22,651148210905,Income
"inr 10854.33 successfully credited account xxxx6723 via bhim bonus 06mar2025. ref231709461248, hdfc bhim",2025-03-06,10854.33,credited,bonus,10854.33,2025,3,6,231709461248,Income
"inr 36967.78 successfully credited account xxxx4008 via google pay freelance 04may2025. ref522845357838, icici google pay",2025-05-04,36967.78,credited,freelance,36967.78,2025,5,4,522845357838,Income
"inr 24518.53 successfully credited account xxxx1912 via bhim cashback 24jul2025. ref937990093603, hdfc bhim",2025-07-24,24518.53,credited,cashback,24518.53,2025,7,24,937990093603,Income
"inr 16040.83 successfully credited account xxxx1539 via neft dividend 23may2025. ref132817428891, axis neft",2025-05-23,16040.83,credited,dividend,16040.83,2025,5,23,132817428891,Income
"inr 16087.66 successfully credited account xxxx6981 via neft freelance 19apr2025. ref521543323041, hdfc neft",2025-04-19,16087.66,credited,freelance,16087.66,2025,4,19,521543323041,Income
"inr 23407.90 successfully credited account xxxx3864 via neft loan disbursement 12mar2025. ref487065427547, icici neft",2025-03-12,23407.9,credited,loan disbursement,23407.9,2025,3,12,487065427547,Financial
"inr 2634.06 successfully credited account xxxx1093 via paytm bonus 01mar2025. ref292646016469, pnb paytm",2025-03-01,2634.06,credited,bonus,2634.06,2025,3,1,292646016469,Income
"inr 13885.64 successfully credited account xxxx1033 via bhim freelance 27may2025. ref813395184775, axis bhim",2025-05-27,13885.64,credited,freelance,13885.64,2025,5,27,813395184775,Income
"inr 8885.26 successfully credited account xxxx6856 via bhim salary 10feb2025. ref143861438008, icici bhim",2025-02-10,8885.26,credited,salary,8885.26,2025,2,10,143861438008,Income
"inr 21720.17 successfully credited account xxxx7121 via paytm reimbursement 27jun2025. ref966903834355, pnb paytm",2025-06-27,21720.17,credited,reimbursement,21720.17,2025,6,27,966903834355,Other
"inr 877.22 successfully credited account xxxx1839 via bhim bonus 18jun2025. ref774172758531, axis bhim",2025-06-18,877.22,credited,bonus,877.22,2025,6,18,774172758531,Income
"inr 5918.86 successfully credited account xxxx2397 via bhim cashback 09jun2025. ref575788863572, axis bhim",2025-06-09,5918.86,credited,cashback,5918.86,2025,6,9,575788863572,Income
"inr 26547.13 successfully credited account xxxx3775 via paytm reimbursement 19jun2025. ref142473638040, pnb paytm",2025-06-19,26547.13,credited,reimbursement,26547.13,2025,6,19,142473638040,Other
"inr 1370.43 successfully credited account xxxx6768 via phonepe reimbursement 27mar2025. ref407049851506, sbi phonepe",2025-03-27,1370.43,credited,reimbursement,1370.43,2025,3,27,407049851506,Other
"inr 4927.34 successfully credited account xxxx4901 via neft reimbursement 16may2025. ref379782340144, bob neft",2025-05-16,4927.34,credited,reimbursement,4927.34,2025,5,16,379782340144,Other
"inr 26888.81 successfully credited account xxxx7958 via neft interest 01jul2025. ref596818402743, bob neft",2025-07-01,26888.81,credited,interest,26888.81,2025,7,1,596818402743,Income
"inr 3503.37 successfully credited account xxxx4393 via google pay freelance 17mar2025. ref404297575441, pnb google pay",2025-03-17,3503.37,credited,freelance,3503.37,2025,3,17,404297575441,Income
"inr 20238.73 successfully credited account xxxx6245 via neft refund 08jun2025. ref769237147235, icici neft",2025-06-08,20238.73,credited,refund,20238.73,2025,6,8,769237147235,Income
"inr 48899.87 successfully credited account xxxx1237 via paytm salary 08feb2025. ref673199284163, sbi paytm",2025-02-08,48899.87,credited,salary,48899.87,2025,2,8,673199284163,Income
"inr 7570.13 successfully credited account xxxx6009 via phonepe salary 17apr2025. ref424566724407, icici phonepe",2025-04-17,7570.13,credited,salary,7570.13,2025,4,17,424566724407,Income
"inr 813.19 successfully credited account xxxx8548 via phonepe refund 16may2025. ref185930423685, hdfc phonepe",2025-05-16,813.19,credited,refund,813.19,2025,5,16,185930423685,Income
"inr 13646.15 successfully credited account xxxx7574 via neft refund 31may2025. ref441877953736, hdfc neft",2025-05-31,13646.15,credited,refund,13646.15,2025,5,31,441877953736,Income
"inr 26311.31 successfully credited account xxxx2795 via neft dividend 17apr2025. ref138297582699, sbi neft",2025-04-17,26311.31,credited,dividend,26311.31,2025,4,17,138297582699,Income
"inr 47151.07 successfully credited account xxxx4545 via neft freelance 10jul2025. ref686086264399, hdfc neft",2025-07-10,47151.07,credited,freelance,47151.07,2025,7,10,686086264399,Income
"inr 20295.37 successfully credited account xxxx9297 via neft reimbursement 22jun2025. ref350000602666, icici neft",2025-06-22,20295.37,credited,reimbursement,20295.37,2025,6,22,350000602666,Other
"inr 15883.62 successfully credited account xxxx7235 via phonepe dividend 28jan2025. ref396555189877, hdfc phonepe",2025-01-28,15883.62,credited,dividend,15883.62,2025,1,28,396555189877,Income
"inr 30380.66 successfully credited account xxxx3612 via bhim freelance 16jul2025. ref654581220668, axis bhim",2025-07-16,30380.66,credited,freelance,30380.66,2025,7,16,654581220668,Income
"inr 8027.16 successfully credited account xxxx4623 via google pay cashback 15jul2025. ref753079313036, axis google pay",2025-07-15,8027.16,credited,cashback,8027.16,2025,7,15,753079313036,Income
"inr 39715.99 successfully credited account xxxx8811 via google pay salary 18feb2025. ref137008961534, icici google pay",2025-02-18,39715.99,credited,salary,39715.99,2025,2,18,137008961534,Income
"inr 42791.72 successfully credited account xxxx1175 via neft govt subsidy 12jan2025. ref103205107553, axis neft",2025-01-12,42791.72,credited,govt subsidy,42791.72,2025,1,12,103205107553,Income
"inr 18911.39 successfully credited account xxxx3811 via imps freelance 21jan2025. ref340930804715, sbi imps",2025-01-21,18911.39,credited,freelance,18911.39,2025,1,21,340930804715,Income
"inr 37900.39 successfully credited account xxxx3592 via phonepe freelance 18jun2025. ref353919877878, pnb phonepe",2025-06-18,37900.39,credited,freelance,37900.39,2025,6,18,353919877878,Income
"inr 48834.79 successfully credited account xxxx1632 via phonepe reimbursement 12jan2025. ref358149559174, hdfc phonepe",2025-01-12,48834.79,credited,reimbursement,48834.79,2025,1,12,358149559174,Other
"inr 18541.78 successfully credited account xxxx4200 via paytm cashback 30jul2025. ref535549782348, axis paytm",2025-07-30,18541.78,credited,cashback,18541.78,2025,7,30,535549782348,Income
"inr 48671.60 successfully credited account xxxx1971 via neft freelance 23mar2025. ref676065725977, pnb neft",2025-03-23,48671.6,credited,freelance,48671.6,2025,3,23,676065725977,Income
"inr 1542.28 successfully credited account xxxx1195 via google pay bonus 03apr2025. ref622417845832, bob google pay",2025-04-03,1542.28,credited,bonus,1542.28,2025,4,3,622417845832,Income
"inr 3162.38 successfully credited account xxxx8029 via neft cashback 08may2025. ref443611785240, axis neft",2025-05-08,3162.38,credited,cashback,3162.38,2025,5,8,443611785240,Income
"inr 36589.45 successfully credited account xxxx4478 via imps freelance 16jan2025. ref533266007606, icici imps",2025-01-16,36589.45,credited,freelance,36589.45,2025,1,16,533266007606,Income
"inr 29434.93 successfully credited account xxxx1611 via neft salary 27mar2025. ref936396664063, icici neft",2025-03-27,29434.93,credited,salary,29434.93,2025,3,27,936396664063,Income
"inr 24105.75 successfully credited account xxxx2104 via google pay refund 13mar2025. ref928331998427, pnb google pay",2025-03-13,24105.75,credited,refund,24105.75,2025,3,13,928331998427,Income
"inr 5855.47 successfully credited account xxxx1669 via phonepe refund 04feb2025. ref187034722747, bob phonepe",2025-02-04,5855.47,credited,refund,5855.47,2025,2,4,187034722747,Income
"inr 13683.30 successfully credited account xxxx4457 via phonepe interest 24feb2025. ref110930568555, axis phonepe",2025-02-24,13683.3,credited,interest,13683.3,2025,2,24,110930568555,Income
"inr 9907.97 successfully credited account xxxx9729 via google pay cashback 23jun2025. ref380588387542, icici google pay",2025-06-23,9907.97,credited,cashback,9907.97,2025,6,23,380588387542,Income
"inr 24260.26 successfully credited account xxxx8995 via google pay dividend 11jan2025. ref856685807536, bob google pay",2025-01-11,24260.26,credited,dividend,24260.26,2025,1,11,856685807536,Income
"inr 15027.72 successfully credited account xxxx7261 via google pay refund 07jul2025. ref531403441282, axis google pay",2025-07-07,15027.72,credited,refund,15027.72,2025,7,7,531403441282,Income
"inr 36143.32 successfully credited account xxxx4807 via phonepe interest 08jun2025. ref921259428591, bob phonepe",2025-06-08,36143.32,credited,interest,36143.32,2025,6,8,921259428591,Income
"inr 31482.22 successfully credited account xxxx8066 via neft loan disbursement 31mar2025. ref262135437084, axis neft",2025-03-31,31482.22,credited,loan disbursement,31482.22,2025,3,31,262135437084,Financial
"inr 23177.72 successfully credited account xxxx8505 via google pay freelance 09jul2025. ref183668449649, sbi google pay",2025-07-09,23177.72,credited,freelance,23177.72,2025,7,9,183668449649,Income
"inr 36698.24 successfully credited account xxxx4377 via paytm interest 07jul2025. ref820709367227, axis paytm",2025-07-07,36698.24,credited,interest,36698.24,2025,7,7,820709367227,Income
